﻿system_reference_number,facility_name,unit_name_and_description,form_score,patient_comments,Sentiment Score,Translated Text,Misspelled Words
IP-DPOS-2022-398-978248,Tembisa Tertiary Hospital,Ward 4,1,Everyday we have to ask for cups in order to express while our babies are crying with hunger.,-0.6249,Everyday we have to ask for cups in order to express while our babies are crying with hunger.,hunger.
IP-DPOS-2022-398-735522,Tembisa Tertiary Hospital,Ward 4,1,"We receive linen savers once in a while I would love for health workers to give us fresh and clean linen savers and blankets atleast once a week
The health workers provide us with good services It would be good if we can recognise their efforts for that I am thankfull",0.9325,"We receive linen savers once in a while I would love for health workers to give us fresh and clean linen savers and blankets atleast once a week
The health workers provide us with good services It would be good if we can recognise their efforts for that I am thankfull",thankfull
IP-DPOS-2022-398-326544,Tembisa Tertiary Hospital,Ward 4,1,"The treatment I receive here at ward 5 is of good quality though I wish we could have doctors do the rounds even during the weekends so we can get the latest updates on ur childrens lives.
The foo we receive on a daily basis I am gratful to receive it sine I am braestfeeding overall I am pleased with the health srvice I receive and I hope it never changes because our hildren are in good hands",0.9231,"The treatment I receive here at ward 5 is of good quality though I wish we could have doctors do the rounds even during the weekends so we can get the latest updates on ur childrens lives.
The foo we receive on a daily basis I am gratful to receive it sine I am braestfeeding overall I am pleased with the health srvice I receive and I hope it never changes because our hildren are in good hands","srvice,braestfeeding,hildren,gratful,lives."
IP-DPOS-2022-398-869532,Tembisa Tertiary Hospital,Ward 4,1,"The staff attitude was good ,sister Belinda answered every question I had she showed didication to her work. Not once did she give me bad attitude. keep up the good work sister",0.3182,"The staff attitude was good ,sister Belinda answered every question I had she showed didication to her work. Not once did she give me bad attitude. keep up the good work sister","attitude.,,sister,work.,didication"
IP-DPOS-2022-398-129476,Tembisa Tertiary Hospital,Ward 4,1,ward 4 the treatment is very good the Nurses are good the ward is clean always. The Nurses t ward 4 they love their work They wrk with smile,0.9412,ward 4 the treatment is very good the Nurses are good the ward is clean always. The Nurses t ward 4 they love their work They wrk with smile,"always.,t,wrk"
IP-DPOS-2022-398-975032,Tembisa Tertiary Hospital,Ward 4,1,"This ward 4 they treat us properly is very clean and smat
they know their work",0.6901,"This ward 4 they treat us properly is very clean and smat
they know their work",smat
IP-DPOS-2022-398-536673,Tembisa Tertiary Hospital,Ward 4,1,The treatment that my child got in Tembisa hospital I am satisfied about it because there were no mistakes made to my child,-0.2263,The treatment that my child got in Tembisa hospital I am satisfied about it because there were no mistakes made to my child,tembisa
IP-DPOS-2022-398-342954,Tembisa Tertiary Hospital,Ward 4,1,We think it will be better if  we can add time to 1 hour 30 min and for mom's with twin's to atlist share the room,0.6249,We think it will be better if  we can add time to 1 hour 30 min and for mom's with twin's to atlist share the room,atlist
IP-DPOS-2022-398-600038,Tembisa Tertiary Hospital,Ward 4,1,"They eduate us how to prevent infection, babies health ect. they treat us equaly and assist us how to feed our babies, bath them and also cleaning their court. I;m happy to be hear because I am new to mother , now I know how to take care of my beautiful princess. I appriciate they presence snd also their help",0.946,"They eduate us how to prevent infection, babies health ect. they treat us equaly and assist us how to feed our babies, bath them and also cleaning their court. I;m happy to be hear because I am new to mother , now I know how to take care of my beautiful princess. I appriciate they presence snd also their help","appriciate,infection,,i;m,eduate,ect.,babies,,princess.,court.,snd,equaly"
IP-DPOS-2022-443-767615,Weskoppies Psychiatric Hospital,Ward 61(male),0.71,I would like more info about borderline personaliy disorder.,-0.0516,I would like more info about borderline personaliy disorder.,"personaliy,disorder."
IP-DPOS-2022-398-274455,Tembisa Tertiary Hospital,Ward 4,1,The Doctors explain to us about  our babies conditions and are nures are always around when we need help with something. The doctors give us ll the imformation. we need to know about our babies in order for us not to be strssed coming everyday to visit our babies while we dont know about their conditions. we appriciate them for being here when we need help and for helping our babies to be well.,0.8271,The Doctors explain to us about  our babies conditions and are nures are always around when we need help with something. The doctors give us ll the imformation. we need to know about our babies in order for us not to be strssed coming everyday to visit our babies while we dont know about their conditions. we appriciate them for being here when we need help and for helping our babies to be well.,"appriciate,imformation.,conditions.,well.,ll,strssed,nures,something."
IP-DPOS-2022-443-942586,Weskoppies Psychiatric Hospital,Ward 61(male),1,I would like to make a phone call,0.3612,I would like to make a phone call,
IP-DPOS-2022-398-790618,Tembisa Tertiary Hospital,Ward 4,1,Nurses and Doctors they do have respect and they greet us before they d their rounds. they d take care for our babies and they take care of us as mother's of the babies the take care off.,0.9325,Nurses and Doctors they do have respect and they greet us before they d their rounds. they d take care for our babies and they take care of us as mother's of the babies the take care off.,"d,rounds.,off."
IP-DPOS-2022-321-422651,Rahima Moosa Regional Hospital,Ward 07 Post Natal Routine Ceasarean Section Ward,1,"But sometimes the toilets are dirty and the water is cold. 

Operational Manager: Ms. Seokane Comment: 
Cold water issue has been reported to FMU. ",-0.5927,"But sometimes the toilets are dirty and the water is cold. 

Operational Manager: Ms. Seokane Comment: 
Cold water issue has been reported to FMU. ","manager:,ms.,seokane,fmu.,comment:,cold."
IP-DPOS-2022-127-598614,Far East Rand Regional Hospital,WARD 3- Female ward,1,"firstly i waited for a long time to be admitted by casualty, was given a dirty/bloody bed in casualty.",-0.7506,"firstly i waited for a long time to be admitted by casualty, was given a dirty/bloody bed in casualty.","casualty,,casualty.,dirty/bloody"
IP-DPOS-2022-127-736007,Far East Rand Regional Hospital,WARD 3- Female ward,0.29,"i was admitted for a G-scope in the morning, its 14:20 still nothing. i am vommiting, no medication given, in pain and cramps. i feel like im not getting proper service. im not happy.",-0.3632,"i was admitted for a G-scope in the morning, its 14:20 still nothing. i am vommiting, no medication given, in pain and cramps. i feel like im not getting proper service. im not happy.","service.,happy.,g-scope,cramps.,morning,,nothing.,vommiting,,given,,14:20"
IP-DPOS-2022-321-518501,Rahima Moosa Regional Hospital,Ward 07 Post Natal Routine Ceasarean Section Ward,1,"The doctors and nurses the do serve you when you need anything and answer to your questions when asked. The attitudedue to the patoent and nurses is not good they have to maintaine on that. But besides that they know how to treat their patients. 

OM Comment; Attitude problem was addressed before will emphasize on communication problem manner of approach and inservice professionalism code of conduct will be done. ",-0.6432,"The doctors and nurses the do serve you when you need anything and answer to your questions when asked. The attitudedue to the patoent and nurses is not good they have to maintaine on that. But besides that they know how to treat their patients. 

OM Comment; Attitude problem was addressed before will emphasize on communication problem manner of approach and inservice professionalism code of conduct will be done. ","attitudedue,asked.,patients.,that.,comment;,done.,patoent,inservice,maintaine"
IP-DPOS-2022-127-548813,Far East Rand Regional Hospital,WARD 3- Female ward,0.86,"i am not happy with the food, its stale and cold. we should not be fed the same food as with the diaetic patients.",-0.4585,"i am not happy with the food, its stale and cold. we should not be fed the same food as with the diaetic patients.","diaetic,patients.,cold.,food,"
IP-DPOS-2022-127-095490,Far East Rand Regional Hospital,WARD 3- Female ward,0.71,"not happy with the food, stale, cold comes in late in the morning and not enough.",-0.4585,"not happy with the food, stale, cold comes in late in the morning and not enough.","enough.,stale,,food,"
IP-DPOS-2022-443-245949,Weskoppies Psychiatric Hospital,Ward 20 (Male),1,GOOD,0.4404,Good,
IP-DPOS-2022-321-054931,Rahima Moosa Regional Hospital,Ward 07 Post Natal Routine Ceasarean Section Ward,0.86,"Is my first time being at this hospital and thier service ate the best. The Nurses are very good they communicate with their patients they care. 

OM: Staff is always visible as it is an open ward. I will emphasise on the staff to ask patient about their healing process of which some are doing that already.",0.8908,"Is my first time being at this hospital and thier service ate the best. The Nurses are very good they communicate with their patients they care. 

OM: Staff is always visible as it is an open ward. I will emphasise on the staff to ask patient about their healing process of which some are doing that already.","thier,ward.,already.,care.,best.,om:"
IP-DPOS-2022-321-248599,Rahima Moosa Regional Hospital,Ward 07 Post Natal Routine Ceasarean Section Ward,1,I love this I am satisfied with what get from the doctors and nurses the services is good and everything good. ,0.9153,I love this I am satisfied with what get from the doctors and nurses the services is good and everything good. ,good.
IP-DPOS-2022-443-684603,Weskoppies Psychiatric Hospital,Ward50(Male),1,tHANKS FOR EVERYTHING CONCERNING FOOD,0.4404,Thanks for everything concerning food,
IP-DPOS-2022-443-619174,Weskoppies Psychiatric Hospital,Ward50(Male),1,kUMNANDI KULE WODI,0,Hands in the ward,
IP-DPOS-2022-443-488480,Weskoppies Psychiatric Hospital,Ward50(Male),1,KUMNANDI KULEWODI,0,Kuchiki Kuwodi,"kuwodi,kuchiki"
IP-DPOS-2022-443-495179,Weskoppies Psychiatric Hospital,Ward50(Male),1,THANKS FOR THE GOOD FOOD,0.7003,THANKS FOR THE GOOD FOOD,
IP-DPOS-2022-443-767215,Weskoppies Psychiatric Hospital,Ward50(Male),1,KUMNANDI KULEWODI,0,Kuchiki Kuwodi,"kuwodi,kuchiki"
IP-DPOS-2022-398-393606,Tembisa Tertiary Hospital,Ward 12,1,"They all ways check our Bp, Give us medication, All ways check if we're wearing our musks, They fix our bed in the morning",0,"They all ways check our Bp, Give us medication, All ways check if we're wearing our musks, They fix our bed in the morning","medication,,musks,,bp,"
IP-DPOS-2022-443-801863,Weskoppies Psychiatric Hospital,Ward50(Male),1,KUMNANDI KULEWODI,0,Kuchiki Kuwodi,"kuwodi,kuchiki"
IP-DPOS-2022-398-795717,Tembisa Tertiary Hospital,Ward 12,0.86,The nuses and the doctors they give us good care and service,0.7269,The nuses and the doctors they give us good care and service,nuses
IP-DPOS-2022-443-164953,Weskoppies Psychiatric Hospital,Ward50(Male),1,KUMNANDI KULE WODI,0,Hands in the ward,
IP-DPOS-2022-398-375913,Tembisa Tertiary Hospital,Ward 12,1,"I enjoyed my stay in ward 12, the nurses were friendy, welcoming thank you for everything and for your time Nurses",0.8271,"I enjoyed my stay in ward 12, the nurses were friendy, welcoming thank you for everything and for your time Nurses","12,,friendy,"
IP-DPOS-2022-398-163110,Tembisa Tertiary Hospital,Ward 12,1,"I have been treated very well since i got here, I have no complain about the service that I am receiving everthing is well done and the nursesare friendly, caring and handfull. Much appriciate their work , I am very well and happy that soon I will be going home healed and strong",0.9446,"I have been treated very well since i got here, I have no complain about the service that I am receiving everthing is well done and the nursesare friendly, caring and handfull. Much appriciate their work , I am very well and happy that soon I will be going home healed and strong","nursesare,appriciate,everthing,handfull.,here,,friendly,"
IP-DPOS-2022-398-670216,Tembisa Tertiary Hospital,Ward 04,1,"Proper sirvice is given complications are attended on time , Nurses are cooperative and assisting",0,"Proper sirvice is given complications are attended on time , Nurses are cooperative and assisting",sirvice
IP-DPOS-2022-398-465328,Tembisa Tertiary Hospital,Ward 18,1,Mna uthoko bengicela ukuthi abanye babo sister abafani some are good but some not like abanye aba nalo uthando kuma patient,-0.1815,MNA UTHOKO BENGICELA UKUTHI ABUANTA BABO SISTER ABAFANI Some are good but some not like Aba Nalo Nalo Uthando Kuma Patient,"mna,babo,uthando,nalo,aba,kuma,ukuthi,uthoko,bengicela,abuanta,abafani"
IP-DPOS-2022-398-467981,Tembisa Tertiary Hospital,Ward 18,1,They do great job and always pationate and d everthing in time am happy,0.8316,They do great job and always pationate and d everthing in time am happy,"pationate,d,everthing"
IP-DPOS-2022-398-524729,Tembisa Tertiary Hospital,Ward 18,1,"With my first admission at this hospita I have the best staff in my ward. they check on us regulary and make sure everyone is relaxed 
Kudos to Team Tent 3",0.9186,"With my first admission at this hospita I have the best staff in my ward. they check on us regulary and make sure everyone is relaxed 
Kudos to Team Tent 3","regulary,ward.,hospita"
IP-DPOS-2022-398-363604,Tembisa Tertiary Hospital,Ward 18,0.71,"My name is Katlego Angelina Mokaota. me too I am care about you doctor, nurse and another people, and if i am here at the hospital I don't have some stressed am so happy to hear that that you are care about me I was thnking about that you dont care about me doctor's and nurses 
Thank's to hear that 
Thank you",0.9526,"My name is Katlego Angelina Mokaota. me too I am care about you doctor, nurse and another people, and if i am here at the hospital I don't have some stressed am so happy to hear that that you are care about me I was thnking about that you dont care about me doctor's and nurses 
Thank's to hear that 
Thank you","thnking,katlego,mokaota.,doctor,,people,"
IP-DPOS-2022-443-703684,Weskoppies Psychiatric Hospital,Ward50(Male),1,KUMNANDI KULE WODI,0,Hands in the ward,
IP-DPOS-2022-398-348651,Tembisa Tertiary Hospital,Ward 18,0.71,"Kusukela ngangena esibhedlela ngiphatheke kahle nangothando amanesi ayasebenza kakhulu amanesi asiphatha kahle ngesikhathi sonke ngithanda umabe sebahleka nezigulane
abodokotela nabo basebenza kahle nguyabonga konke amanesi nabo dokotela abasiphatha ngayo kuhlezi kumnandi ngiyabonga sithola uzizo oluphakeme kakhulu.Ngiyabonga",0,"Kusukela ngangena esibhedlela ofipharteke kahle nangotando amanesi ayasebenza kakhulu amanesi asiphatha kahle ngesikhathi sonke ngithanda umabe sebahleka nezigulane
Abodokotela Nabo Basebenza Kahle Nguyabonga Konke Amannesi Nabo Docotela Abasiphatha now kuhlezi kumnandi ngiyabonga sithola uzizo oluphakeme kakhulu.ngiyabonga","konke,asiphatha,nabo,nangotando,kuhlezi,ngiyabonga,kumnandi,nezigulane,kahle,amannesi,nguyabonga,sithola,amanesi,kusukela,ngithanda,abodokotela,ayasebenza,docotela,esibhedlela,kakhulu.ngiyabonga,basebenza,ngangena,oluphakeme,abasiphatha,sebahleka,ngesikhathi,kakhulu,sonke,uzizo,umabe,ofipharteke"
