﻿system_reference_number,facility_name,unit_name_and_description,form_score,patient_comments,Sentiment Score,Translated Text,Misspelled Words
OP-DPOS-2023-398-124657,Tembisa Tertiary Hospital,Optometry,1,I'm happy with doctor N.S.P Zwane and the admin clerk B.P Vilane goin to get spectacles.,0.5719,I'm happy with doctor N.S.P Zwane and the admin clerk B.P Vilane goin to get spectacles.,"zwane,b.p,n.s.p,spectacles.,vilane"
OP-DPOS-2023-398-203563,Tembisa Tertiary Hospital,Optometry,1,These no contract am not happy how will i get spctacles ,-0.6367,These no contract am not happy how will i get spctacles ,spctacles
OP-DPOS-2023-398-621397,Tembisa Tertiary Hospital,Optometry,1,service is good. Staff is kind and helpfull. Disappointed as we don't know when the glasses will be available. The glasses are a eed as i personal struggle to see without them ,0.2263,service is good. Staff is kind and helpfull. Disappointed as we don't know when the glasses will be available. The glasses are a eed as i personal struggle to see without them ,"available.,good.,helpfull."
OP-DPOS-2023-398-944265,Tembisa Tertiary Hospital,Optometry,1,The health care wokers helped  me so good. no complain ,0.4018,The health care wokers helped  me so good. no complain ,"wokers,good."
OP-DPOS-2023-398-887587,Tembisa Tertiary Hospital,Optometry,1,No spectacles am not happy but they are very good with communication ,0.4,No spectacles am not happy but they are very good with communication ,
OP-DPOS-2023-398-127636,Tembisa Tertiary Hospital,Optometry,1,No lights in the bathroom ,-0.296,No lights in the bathroom ,
OP-DPOS-2023-398-045307,Tembisa Tertiary Hospital,Optometry,1,"No help with the glasses.
The eye clinic sent me to Sangweni clinic to collect  glassess unfortunetly Sangweni  clinci only provides glasses to school children under the age of 18 years",0.128,"No help with the glasses.
The eye clinic sent me to Sangweni clinic to collect  glassess unfortunetly Sangweni  clinci only provides glasses to school children under the age of 18 years","glassess,unfortunetly,clinci,sangweni,glasses."
OP-DPOS-2023-398-970529,Tembisa Tertiary Hospital,Optometry,1,"i'm happy with the treatment, i got the doctors was very nice and  explained everything i needed to know ",0.7778,"i'm happy with the treatment, i got the doctors was very nice and  explained everything i needed to know ","treatment,"
OP-DPOS-2023-398-278274,Tembisa Tertiary Hospital,Optometry,1,Going to get spectacles still waiting for contract i was helped and she was focused ,0.3818,Going to get spectacles still waiting for contract i was helped and she was focused ,
OP-DPOS-2023-398-142314,Tembisa Tertiary Hospital,Optometry,1,what a patient individual am happy with thir service ,0.5719,what a patient individual am happy with thir service ,thir
OP-DPOS-2023-398-358969,Tembisa Tertiary Hospital,Optometry,1,Was helpd with y eyes ,0.0,Was helpd with y eyes ,helpd
OP-DPOS-2023-398-549459,Tembisa Tertiary Hospital,Optometry,0.94,Got helped very quickly am happy,0.6077,Got helped very quickly am happy,
OP-DPOS-2023-398-751354,Tembisa Tertiary Hospital,Optometry,1,i Lucy Manamela i'm happy about consaltation with Dr N.S.P Zwane thank you,0.7351,i Lucy Manamela i'm happy about consaltation with Dr N.S.P Zwane thank you,"zwane,n.s.p,dr,manamela,consaltation"
OP-DPOS-2023-398-071365,Tembisa Tertiary Hospital,Optometry,0.94,she was good to me and she speak well,0.6124,she was good to me and she speak well,
OP-DPOS-2023-398-491320,Tembisa Tertiary Hospital,Optometry,1,They have no contract for spectacless please help with contract ,0.4215,They have no contract for spectacless please help with contract ,spectacless
OP-DPOS-2023-398-043529,Tembisa Tertiary Hospital,Optometry,1,Didn't get spectacles they have no contract at the moment ,-0.296,Didn't get spectacles they have no contract at the moment ,
OP-DPOS-2023-398-391999,Tembisa Tertiary Hospital,Optometry,1,Happy with the optometrists treat me very well ,0.8313,Happy with the optometrists treat me very well ,optometrists
OP-DPOS-2023-398-536358,Tembisa Tertiary Hospital,Optometry,1,i am happy with the service provied ,0.5719,i am happy with the service provied ,provied
OP-DPOS-2023-398-225033,Tembisa Tertiary Hospital,Optometry,1,i'm very much happy with the service provided Keep up the pleasing serice@ Nomsa Zwane and Marcia Molokomme ,0.8115,i'm very much happy with the service provided Keep up the pleasing serice@ Nomsa Zwane and Marcia Molokomme ,"zwane,serice@,molokomme,nomsa"
OP-DPOS-2023-398-022939,Tembisa Tertiary Hospital,Optometry,1,"i was welcomed and introduced to the optometrist with a smile. I felt that she was patient with e and explained the procedure thoroughly to me. I was examined and allowed to ask questions when i did not understand.

Overall. i am pleased and happy with the service from both NoMsa Zwane and Marcia Molokomme ",0.8885,"i was welcomed and introduced to the optometrist with a smile. I felt that she was patient with e and explained the procedure thoroughly to me. I was examined and allowed to ask questions when i did not understand.

Overall. i am pleased and happy with the service from both NoMsa Zwane and Marcia Molokomme ","understand.,zwane,smile.,overall.,molokomme,nomsa,me."
OP-DPOS-2023-398-977611,Tembisa Tertiary Hospital,Optometry,1,Good people very happy ,0.7841,Good people very happy ,
OP-DPOS-2023-398-224873,Tembisa Tertiary Hospital,Optometry,1,happy with how they operate they are very friendly the admin clerk and the doctors and very happy ,0.8977,happy with how they operate they are very friendly the admin clerk and the doctors and very happy ,
OP-DPOS-2023-398-059286,Tembisa Tertiary Hospital,Optometry,1,happy with service i got ,0.5719,happy with service i got ,
OP-DPOS-2023-398-650481,Tembisa Tertiary Hospital,Optometry,0.67,Ke kotlwa ke  kgotsofetse mabape le tswaro ya mo sepelele. Le kamoo ke amogetswena ka gona. Keya leboga ,0.0,Kotlwa is a kgotsofetse to be a masters.Leave the gonah.KEYA LEBOGA,"gonah.keya,leboga,kotlwa,masters.leave,kgotsofetse"
OP-DPOS-2023-398-360255,Tembisa Tertiary Hospital,Optometry,0.83,"I Tembi Boyi I'm very happy about Tembisa Hospital for my treatment is going well .Thanks
",0.8399,"I Tembi Boyi I'm very happy about Tembisa Hospital for my treatment is going well .Thanks
","tembisa,tembi,boyi,.thanks"
OP-DPOS-2023-398-842160,Tembisa Tertiary Hospital,Optometry,0.67,I got the best services from Ms Molokome and Busisiwe Vilane.They made my visit comfortable and easy. They are easy to approach and friendly,0.9477,I got the best services from Ms Molokome and Busisiwe Vilane.They made my visit comfortable and easy. They are easy to approach and friendly,"ms,molokome,busisiwe,easy.,vilane.they"
OP-DPOS-2023-398-553584,Tembisa Tertiary Hospital,Optometry,1,"Greet with smile ,very helpfull doctors ",0.5859,"Greet with smile ,very helpfull doctors ",",very,helpfull"
OP-DPOS-2023-398-199288,Tembisa Tertiary Hospital,Optometry,0.89,enjoyed my service/session with the doctors they explain verything well ,0.6597,enjoyed my service/session with the doctors they explain verything well ,service/session
OP-DPOS-2023-398-309141,Tembisa Tertiary Hospital,Optometry,1,They helped my child and get the attentionn coz they know how to explain everything ,0.0,They helped my child and get the attentionn coz they know how to explain everything ,attentionn
OP-DPOS-2023-398-714921,Tembisa Tertiary Hospital,Optometry,1,"Glad they could help, they are friendly ",0.836,"Glad they could help, they are friendly ","help,"
OP-DPOS-2023-398-864201,Tembisa Tertiary Hospital,Optometry,0.44,Currently these no contract for spectcles please get us contract as soon as possible ,0.0258,Currently these no contract for spectcles please get us contract as soon as possible ,spectcles
OP-DPOS-2023-398-317658,Tembisa Tertiary Hospital,Optometry,1,i am very greatfull with how they operate ,0.0,i am very greatfull with how they operate ,greatfull
OP-DPOS-2023-398-981994,Tembisa Tertiary Hospital,Optometry,1,am happy about the service that i got ,0.5719,am happy about the service that i got ,
OP-DPOS-2023-398-894157,Tembisa Tertiary Hospital,WHC,1,"There should be more toilet available so that a patient doesn't wait in line in case of emergency. example ""diarrhea""",-0.3818,"There should be more toilet available so that a patient doesn't wait in line in case of emergency. example ""diarrhea""","""diarrhea"",emergency."
OP-DPOS-2023-398-253650,Tembisa Tertiary Hospital,WHC,0.56,Thank you for the service all the best to the Doc & Nurses,0.7717,Thank you for the service all the best to the Doc & Nurses,
OP-DPOS-2023-398-256646,Tembisa Tertiary Hospital,WHC,0.89,"Their service is good and they are welll care. 
The attitude is good. 
Sister Moelane she is very good with the patients and she ever smile i like her.",0.9423,"Their service is good and they are welll care. 
The attitude is good. 
Sister Moelane she is very good with the patients and she ever smile i like her.","moelane,her.,good.,care.,welll"
OP-DPOS-2023-398-864873,Tembisa Tertiary Hospital,WHC,0.83,Nothing feels better than when seeing people being helped ,-0.3412,Nothing feels better than when seeing people being helped ,
OP-DPOS-2023-398-164727,Tembisa Tertiary Hospital,WHC,0.94,The toilets are not clean and you can not flush well.,-0.4717,The toilets are not clean and you can not flush well.,well.
OP-DPOS-2023-398-219272,Tembisa Tertiary Hospital,WHC,0.89,we are well taken care of they always smiling ,0.8074,we are well taken care of they always smiling ,
OP-DPOS-2023-398-159785,Tembisa Tertiary Hospital,WHC,0.94,They must buy enough beds for yhe patients. They must fix the toilets ,0.0,They must buy enough beds for yhe patients. They must fix the toilets ,patients.
OP-DPOS-2023-398-184083,Tembisa Tertiary Hospital,WHC,0.94,The clinic staff are very pertient with people wh are sick and we thank you for not takingor judging us. ,-0.2023,The clinic staff are very pertient with people wh are sick and we thank you for not takingor judging us. ,"us.,takingor,wh,pertient"
OP-DPOS-2023-398-400183,Tembisa Tertiary Hospital,OT,1,The service is always kind and well served.,0.6705,The service is always kind and well served.,served.
OP-DPOS-2023-398-212863,Tembisa Tertiary Hospital,Psychology,1,The session went well   i now know  and value other things i was not aware and would recommend  people to get proffesonal help as well,0.8689,The session went well   i now know  and value other things i was not aware and would recommend  people to get proffesonal help as well,proffesonal
OP-DPOS-2023-398-482823,Tembisa Tertiary Hospital,OT,1,Both doctors are good. Helpful. No complain at all. ,0.25,Both doctors are good. Helpful. No complain at all. ,"all.,good.,helpful."
OP-DPOS-2023-398-887330,Tembisa Tertiary Hospital,Psychology,1,my ssesion was good and it did help me alot because i wanna e helped. And the doctors is doing her best to make me feel welcome and to make me feel like am in safe place and safe hands,0.9643,my ssesion was good and it did help me alot because i wanna e helped. And the doctors is doing her best to make me feel welcome and to make me feel like am in safe place and safe hands,"alot,helped.,ssesion"
OP-DPOS-2023-398-920350,Tembisa Tertiary Hospital,OT,1,The service i got was good and i am happy ,0.765,The service i got was good and i am happy ,
OP-DPOS-2023-398-179352,Tembisa Tertiary Hospital,Psychology,1,my session withthe psychology went well and i was free to share my feelings mon how i am feeling also  was able  to communcate with the psychologist. I feel comfortable to talk about what is happening into mylife and  im happy that she is trying by all eans by making sure that i get the help i deserve ,0.959,my session withthe psychology went well and i was free to share my feelings mon how i am feeling also  was able  to communcate with the psychologist. I feel comfortable to talk about what is happening into mylife and  im happy that she is trying by all eans by making sure that i get the help i deserve ,"communcate,psychologist.,eans"
OP-DPOS-2023-398-033169,Tembisa Tertiary Hospital,OT,1,The staff is friendly and can communicate good with us.,0.7269,The staff is friendly and can communicate good with us.,us.
OP-DPOS-2023-398-169413,Tembisa Tertiary Hospital,Psychology,1,"The session went well withot any complications, the healthcare workers was obidient nd assisted me with a smile ",0.5574,"The session went well withot any complications, the healthcare workers was obidient nd assisted me with a smile ","withot,complications,,obidient,nd"
OP-DPOS-2023-398-056054,Tembisa Tertiary Hospital,Psychology,1,Hospital in general the services is way much better ,0.4404,Hospital in general the services is way much better ,
OP-DPOS-2023-398-900048,Tembisa Tertiary Hospital,Psychology,1,My session have helped me a lot ad i feel very safe knowing that everything i share with my psychologist is private and won't be shared to anyone and i feel safe and respected all the times whenever we are in our sessions. I now see a huge progress in  my life and i have absolutly no complain about the service i recive from this hospital ,0.8765,My session have helped me a lot ad i feel very safe knowing that everything i share with my psychologist is private and won't be shared to anyone and i feel safe and respected all the times whenever we are in our sessions. I now see a huge progress in  my life and i have absolutly no complain about the service i recive from this hospital ,"sessions.,absolutly,recive"
OP-DPOS-2023-398-382165,Tembisa Tertiary Hospital,Psychology,1,"My session with Psycologist went well and i learn a lot of things, even now i would like to meet them again because it would help me in my life",0.743,"My session with Psycologist went well and i learn a lot of things, even now i would like to meet them again because it would help me in my life","things,,psycologist"
OP-DPOS-2023-398-707472,Tembisa Tertiary Hospital,OT,1,Today my doctors were peasant with my son. And they were calm and nice to us. They even gave my son something like hand cloves I am happy everything we did.,0.926,Today my doctors were peasant with my son. And they were calm and nice to us. They even gave my son something like hand cloves I am happy everything we did.,"us.,son.,did."
OP-DPOS-2023-398-955781,Tembisa Tertiary Hospital,Psychology,1,I had a very good session with my Dr. I really saw a big improvement from the day i first started with my session. i am happy everything. I can't wait for my next session.,0.8795,I had a very good session with my Dr. I really saw a big improvement from the day i first started with my session. i am happy everything. I can't wait for my next session.,"session.,everything.,dr."
OP-DPOS-2023-398-548217,Tembisa Tertiary Hospital,Psychology,1,i enjoyed my session with Zelda she is so kind a loving doctor.,0.916,i enjoyed my session with Zelda she is so kind a loving doctor.,doctor.
OP-DPOS-2023-398-915641,Tembisa Tertiary Hospital,Psychology,1,Since i started attending my sessions i see a lot of improvement and i am able to speak to people/ i'm also able to inform people about the session. i have improved a lot and i'm happy about it ,0.8689,Since i started attending my sessions i see a lot of improvement and i am able to speak to people/ i'm also able to inform people about the session. i have improved a lot and i'm happy about it ,"people/,session."
OP-DPOS-2023-398-722285,Tembisa Tertiary Hospital,Psychology,1,The session went very well. a am happy with the progress. ,0.8464,The session went very well. a am happy with the progress. ,"progress.,well."
OP-DPOS-2023-398-509213,Tembisa Tertiary Hospital,OT,1,I am happy and they treat me well I even stress free after talk to the OT,0.8402,I am happy and they treat me well I even stress free after talk to the OT,
